Airline,Source airport,Destination airport,Stops,Destination airport ID,Source airport ID,Equipment
KL,VPS,ATL,0,3682,3873,717 319 M88
KL,WAW,AMS,0,580,679,737
KL,WUH,XMN,0,3383,3376,73G
KL,XIY,CTU,0,3395,3379,320
KL,XIY,DLC,0,3404,3379,320
KL,XIY,SHE,0,4144,3379,320
KL,XMN,AMS,0,580,3383,777
KL,XMN,NKG,0,3388,3383,32S
KL,XNA,ATL,0,3682,4356,CRJ CR7 CR9
KL,YEG,YMM,0,90,49,73W
KL,YEG,YWG,0,160,49,737
KL,YHZ,YYT,0,189,73,73W
KL,YHZ,YYZ,0,193,73,73W
KL,YOW,YYZ,0,193,100,737
KL,YUL,AMS,0,580,146,M11
KL,YVR,AMS,0,580,156,330
KL,YWG,YEG,0,49,160,73W
KL,YWG,YUL,0,146,160,73W
KL,YYC,AMS,0,580,178,330
KL,YYC,YEG,0,49,178,737
KL,YYC,YYZ,0,193,178,737
KL,YYT,YHZ,0,73,189,737
KL,YYZ,AMS,0,580,193,M11 330 747 74M
KL,YYZ,YHZ,0,73,193,737
KL,YYZ,YQR,0,120,193,73W
KL,YYZ,YUL,0,146,193,73W
KL,YYZ,YWG,0,160,193,737
KL,ZRH,AMS,0,580,1678,EMJ 737
KM,ALG,MLA,0,1606,210,319
KM,AMS,MLA,0,1606,580,320 319
KM,ATH,MLA,0,1606,3941,320
KM,ATH,SOF,0,1194,3941,320
KM,BEN,MLA,0,1606,1154,320
KM,BHX,MLA,0,1606,469,320 319
KM,BRS,MLA,0,1606,490,320
KM,BRU,CTA,0,1509,302,319
KM,BRU,MLA,0,1606,302,320 319
KM,BUD,MLA,0,1606,1489,320
KM,CDG,MLA,0,1606,1382,319 320
KM,CTA,BRU,0,302,1509,319
KM,CTA,MLA,0,1606,1509,319 320
KM,CTA,MUC,0,346,1509,319
KM,CWL,MLA,0,1606,488,320
KM,DME,MLA,0,1606,4029,320
KM,DUS,MLA,0,1606,345,319 320
KM,EXT,MLA,0,1606,552,320
KM,FCO,MLA,0,1606,1555,320 319
KM,FRA,MLA,0,1606,340,319 320
KM,GLA,MLA,0,1606,534,320
KM,GVA,MLA,0,1606,1665,320
KM,HAM,MLA,0,1606,342,320
KM,IST,MLA,0,1606,1701,319 737
KM,LCA,MLA,0,1606,1197,332
KM,LED,MLA,0,1606,2948,319 320
KM,LGW,MLA,0,1606,502,320 319
KM,LHR,MLA,0,1606,507,320 319
KM,LIN,MLA,0,1606,1529,319 320
KM,LYS,MLA,0,1606,1335,320 319
KM,MAN,MLA,0,1606,478,320
KM,MLA,ALG,0,210,1606,319
KM,MLA,AMS,0,580,1606,320 319
KM,MLA,ATH,0,3941,1606,320
KM,MLA,BEN,0,1154,1606,320
KM,MLA,BHX,0,469,1606,320 319
KM,MLA,BRS,0,490,1606,320
KM,MLA,BRU,0,302,1606,320 319
KM,MLA,BUD,0,1489,1606,320
KM,MLA,CDG,0,1382,1606,319 320
KM,MLA,CTA,0,1509,1606,319 320
KM,MLA,CWL,0,488,1606,320
KM,MLA,DME,0,4029,1606,320
KM,MLA,DUS,0,345,1606,319 320
KM,MLA,EXT,0,552,1606,320
KM,MLA,FCO,0,1555,1606,320 319
KM,MLA,FRA,0,340,1606,319 320
KM,MLA,GLA,0,534,1606,320
KM,MLA,GVA,0,1665,1606,320
KM,MLA,HAM,0,342,1606,320
KM,MLA,IST,0,1701,1606,319 737
KM,MLA,LCA,0,1197,1606,332
KM,MLA,LED,0,2948,1606,319 320
KM,MLA,LGW,0,502,1606,320 319
KM,MLA,LHR,0,507,1606,320 319
KM,MLA,LIN,0,1529,1606,319 320
KM,MLA,LYS,0,1335,1606,320 319
KM,MLA,MAN,0,478,1606,320
KM,MLA,MRS,0,1353,1606,320
KM,MLA,MUC,0,346,1606,319 320
KM,MLA,NCL,0,521,1606,319
KM,MLA,NWI,0,547,1606,320
KM,MLA,ORY,0,1386,1606,320 319
KM,MLA,PRG,0,1587,1606,320
KM,MLA,SAW,0,4317,1606,320
KM,MLA,SVO,0,2985,1606,319
KM,MLA,TIP,0,1157,1606,320
KM,MLA,TXL,0,351,1606,320
KM,MLA,VIE,0,1613,1606,319 320
KM,MLA,ZRH,0,1678,1606,319
KM,MRS,MLA,0,1606,1353,320
KM,MUC,CTA,0,1509,346,319
KM,MUC,MLA,0,1606,346,319 320
KM,NCL,MLA,0,1606,521,319
KM,NWI,MLA,0,1606,547,320
KM,ORY,MLA,0,1606,1386,320 319
KM,PRG,MLA,0,1606,1587,320
KM,SAW,MLA,0,1606,4317,320
KM,SOF,ATH,0,3941,1194,320
KM,SVO,MLA,0,1606,2985,319
KM,TIP,MLA,0,1606,1157,320
KM,TXL,MLA,0,1606,351,320
KM,VIE,MLA,0,1606,1613,319 320
KM,ZRH,MLA,0,1606,1678,319
KN,ACX,NAY,0,6341,7506,737
KN,AVA,NAY,0,6341,9849,737
KN,BAV,NAY,0,6341,6346,737
KN,BAV,SJW,0,6347,6346,737
KN,BFJ,NAY,0,6341,9025,737
KN,CAN,HGH,0,3386,3370,737
KN,CAN,NAY,0,6341,3370,737
KN,CIF,NAY,0,6341,6342,737
KN,CIH,NAY,0,6341,6343,737
KN,CKG,NAY,0,6341,3393,737
KN,CSX,NAY,0,6341,3371,737
KN,CTU,NAY,0,6341,3395,737
KN,CZX,NAY,0,6341,4109,737
KN,DAT,NAY,0,6341,6344,737
KN,DSN,NAY,0,6341,6434,737
KN,ENY,NAY,0,6341,6367,737
KN,FUO,NAY,0,6341,7457,737
KN,HET,NAY,0,6341,6345,737
KN,HGH,CAN,0,3370,3386,737
KN,HGH,SJW,0,6347,3386,737
KN,HLD,NAY,0,6341,3366,737
KN,HLH,NAY,0,6341,6349,737
KN,HRB,NAY,0,6341,3400,737
KN,HSN,NAY,0,6341,6395,737
KN,IQN,LHW,0,3378,6365,737
KN,IQN,NAY,0,6341,6365,737
KN,JGN,JIC,0,11473,6432,737
KN,JIC,JGN,0,6432,11473,737
KN,JIC,NAY,0,6341,11473,737
KN,JUH,NAY,0,6341,9843,737
KN,JUZ,NAY,0,6341,6382,737
KN,KHN,NAY,0,6341,3384,737
KN,KMG,SJW,0,6347,3382,737
KN,KWE,XIY,0,3379,3394,737
KN,LHW,IQN,0,6365,3378,737
KN,LYG,NAY,0,6341,6383,737
KN,LYI,NAY,0,6341,6385,737
KN,NAY,ACX,0,7506,6341,737
KN,NAY,AVA,0,9849,6341,737
KN,NAY,BAV,0,6346,6341,737
KN,NAY,BFJ,0,9025,6341,737
KN,NAY,CAN,0,3370,6341,737
KN,NAY,CIF,0,6342,6341,737
KN,NAY,CIH,0,6343,6341,737
KN,NAY,CKG,0,3393,6341,737
KN,NAY,CSX,0,3371,6341,737
KN,NAY,CTU,0,3395,6341,737
KN,NAY,CZX,0,4109,6341,737
KN,NAY,DAT,0,6344,6341,737
KN,NAY,DSN,0,6434,6341,737
KN,NAY,ENY,0,6367,6341,737
KN,NAY,FUO,0,7457,6341,737
KN,NAY,HET,0,6345,6341,737
KN,NAY,HLD,0,3366,6341,737
KN,NAY,HLH,0,6349,6341,737
KN,NAY,HRB,0,3400,6341,737
KN,NAY,HSN,0,6395,6341,737
KN,NAY,IQN,0,6365,6341,737
KN,NAY,JIC,0,11473,6341,737
KN,NAY,JUH,0,9843,6341,737
KN,NAY,JUZ,0,6382,6341,737
KN,NAY,KHN,0,3384,6341,737
KN,NAY,LYG,0,6383,6341,737
KN,NAY,LYI,0,6385,6341,737
KN,NAY,NDG,0,6413,6341,737
KN,NAY,NGB,0,3387,6341,737
KN,NAY,NNY,0,6359,6341,737
KN,NAY,NZH,0,6954,6341,737
KN,NAY,SHA,0,3391,6341,737
KN,NAY,SZX,0,3374,6341,737
KN,NAY,UYN,0,6368,6341,737 73G
KN,NAY,WNZ,0,6392,6341,737
KN,NAY,WUA,0,6955,6341,737
KN,NAY,XFN,0,6360,6341,737
KN,NAY,XIL,0,6350,6341,737
KN,NAY,XMN,0,3383,6341,737
KN,NAY,ZHA,0,6357,6341,737
KN,NDG,NAY,0,6341,6413,737
KN,NGB,NAY,0,6341,3387,737
KN,NNY,NAY,0,6341,6359,737
KN,NZH,NAY,0,6341,6954,737
KN,SHA,NAY,0,6341,3391,737
KN,SHA,SJW,0,6347,3391,737
KN,SJW,BAV,0,6346,6347,737
KN,SJW,HGH,0,3386,6347,737
KN,SJW,KMG,0,3382,6347,737
KN,SJW,SHA,0,3391,6347,737
KN,SJW,XIY,0,3379,6347,737
KN,SZX,NAY,0,6341,3374,737
KN,UYN,NAY,0,6341,6368,737 73G
KN,WNZ,NAY,0,6341,6392,737
KN,WUA,NAY,0,6341,6955,737
KN,XFN,NAY,0,6341,6360,737
KN,XIL,NAY,0,6341,6350,737
KN,XIY,KWE,0,3394,3379,737
KN,XIY,SJW,0,6347,3379,737
KN,XMN,NAY,0,6341,3383,737
KN,ZHA,NAY,0,6341,6357,737
KQ,ABJ,DKR,0,1084,253,73W 738
KQ,ABJ,NBO,0,4059,253,73W 738
KQ,ACC,DKR,0,1084,248,738
KQ,ACC,FNA,0,1059,248,738
KQ,ACC,NBO,0,4059,248,738
KQ,ACC,ROB,0,1063,248,738
KQ,ADD,JIB,0,4119,1107,E90
KQ,ADD,NBO,0,4059,1107,E90
KQ,AMS,NBO,0,4059,580,772
KQ,APL,NBO,0,4059,984,E90 E70
KQ,APL,POL,0,985,984,ER4
KQ,BJM,KGL,0,1165,1120,E70
KQ,BJM,NBO,0,4059,1120,E70 E90
KQ,BKK,CAN,0,3370,3885,763
KQ,BKK,HKG,0,3077,3885,763
KQ,BKK,NBO,0,4059,3885,763
KQ,BKO,DKR,0,1084,1044,73W
KQ,BKO,NBO,0,4059,1044,73W
KQ,BLZ,NBO,0,4059,1013,E90
KQ,BOM,NBO,0,4059,2997,772 73W
KQ,BZV,FIH,0,1020,883,738
KQ,BZV,NBO,0,4059,883,738
KQ,CAN,BKK,0,3885,3370,763
KQ,CAN,NBO,0,4059,3370,773
KQ,CDG,NBO,0,4059,1382,763
KQ,COO,NBO,0,4059,245,738
KQ,DAR,NBO,0,4059,1177,E90
KQ,DAR,ZNZ,0,1186,1177,AT7
KQ,DEL,NBO,0,4059,3093,73W
KQ,DKR,ABJ,0,253,1084,73W 738
KQ,DKR,ACC,0,248,1084,738
KQ,DKR,BKO,0,1044,1084,73W
KQ,DLA,NBO,0,4059,897,E90
KQ,DXB,NBO,0,4059,2188,763
KQ,DXB,SVO,0,2985,2188,320
KQ,DZA,HAH,0,912,915,73W
KQ,EBB,NBO,0,4059,1187,E90 E70
KQ,EDI,CDG,0,1382,535,AR8
KQ,EDL,NBO,0,4059,1138,733
KQ,FBM,NBO,0,4059,1038,E90
KQ,FBM,NLA,0,910,1038,E90
KQ,FIH,BZV,0,883,1020,738
KQ,FIH,NBO,0,4059,1020,738 763 73W
KQ,FNA,ACC,0,248,1059,738
KQ,GBE,NBO,0,4059,881,E90
KQ,HAH,NBO,0,4059,912,73W E90
KQ,HKG,BKK,0,3885,3077,763
KQ,HRE,LUN,0,907,1005,763
KQ,HRE,NBO,0,4059,1005,E90 E70
KQ,ICN,NBO,0,4059,3930,332
KQ,JED,NBO,0,4059,2072,320
KQ,JIB,ADD,0,1107,4119,E90
KQ,JIB,NBO,0,4059,4119,E90
KQ,JNB,NBO,0,4059,813,738 763 73W
KQ,JNB,WDH,0,4105,813,319
KQ,JRO,MWZ,0,1183,1180,AT7
KQ,JRO,NBO,0,4059,1180,E70 E90
KQ,JUB,NBO,0,4059,1173,E90 E70
KQ,KGL,BJM,0,1120,1165,E70
KQ,KGL,NBO,0,4059,1165,E90 E70
KQ,KIS,NBO,0,4059,1140,733 E90 E70
KQ,KRT,NBO,0,4059,1175,E70 E90
KQ,LAD,NBO,0,4059,951,738
KQ,LHR,NBO,0,4059,507,772
KQ,LLW,LUN,0,907,1016,E90 763 E70
KQ,LLW,NBO,0,4059,1016,E90 738 763
KQ,LOS,COO,0,245,273,738
KQ,LOS,NBO,0,4059,273,738
KQ,LUN,HRE,0,1005,907,E90
KQ,LUN,LLW,0,1016,907,738 E90 763
KQ,LUN,NBO,0,4059,907,763 E90 E70
KQ,LUN,WDH,0,4105,907,ER3
KQ,LVI,HRE,0,1005,906,E90
KQ,MBA,NBO,0,4059,1145,E90 733
KQ,MPM,NBO,0,4059,979,E90
KQ,MRU,NBO,0,4059,893,319
KQ,MWZ,JRO,0,1180,1183,AT7
KQ,MWZ,NBO,0,4059,1183,AT4
KQ,MYD,NBO,0,4059,5694,E70
KQ,NBO,ABJ,0,253,4059,73W 738
KQ,NBO,ACC,0,248,4059,738
KQ,NBO,ADD,0,1107,4059,E90
KQ,NBO,AMS,0,580,4059,772
KQ,NBO,APL,0,984,4059,E90 E70
KQ,NBO,BJM,0,1120,4059,E70 E90
KQ,NBO,BKK,0,3885,4059,763
KQ,NBO,BKO,0,1044,4059,73W
KQ,NBO,BLZ,0,1013,4059,E90
KQ,NBO,BOM,0,2997,4059,772 73W 763
KQ,NBO,BZV,0,883,4059,738 73W
KQ,NBO,CAN,0,3370,4059,773
KQ,NBO,CDG,0,1382,4059,763
KQ,NBO,DAR,0,1177,4059,E90
KQ,NBO,DEL,0,3093,4059,73W
KQ,NBO,DLA,0,897,4059,E90
KQ,NBO,DXB,0,2188,4059,763
KQ,NBO,DZA,0,915,4059,73W E90
KQ,NBO,EBB,0,1187,4059,E90 E70
KQ,NBO,EDL,0,1138,4059,733
KQ,NBO,FBM,0,1038,4059,E90
KQ,NBO,FIH,0,1020,4059,763 738
KQ,NBO,GBE,0,881,4059,E90
KQ,NBO,HRE,0,1005,4059,763 E90 E70
KQ,NBO,ICN,0,3930,4059,332
KQ,NBO,JED,0,2072,4059,320
KQ,NBO,JIB,0,4119,4059,E90
KQ,NBO,JNB,0,813,4059,738 763 73W
KQ,NBO,JRO,0,1180,4059,E70 E90
KQ,NBO,JUB,0,1173,4059,E90 E70
KQ,NBO,KGL,0,1165,4059,E90 E70
KQ,NBO,KIS,0,1140,4059,733 E90 E70
KQ,NBO,KRT,0,1175,4059,E70 E90
KQ,NBO,LAD,0,951,4059,738
KQ,NBO,LHR,0,507,4059,772
KQ,NBO,LLW,0,1016,4059,E90 763 E70
KQ,NBO,LOS,0,273,4059,738
KQ,NBO,LUN,0,907,4059,E90 738 763
KQ,NBO,LVI,0,906,4059,E90
KQ,NBO,MBA,0,1145,4059,733 E90
KQ,NBO,MPM,0,979,4059,E90
KQ,NBO,MRU,0,893,4059,319
KQ,NBO,MWZ,0,1183,4059,AT4
KQ,NBO,MYD,0,5694,4059,E70
KQ,NBO,NLA,0,910,4059,E90
KQ,NBO,NSI,0,4161,4059,E90 738
KQ,NBO,POL,0,985,4059,ER4
KQ,NBO,SEZ,0,994,4059,73W 738
KQ,NBO,TNR,0,918,4059,E90 738
KQ,NBO,ZNZ,0,1186,4059,AT7
KQ,NLA,FBM,0,1038,910,E90
KQ,NLA,NBO,0,4059,910,E90
KQ,NSI,NBO,0,4059,4161,E90 738
KQ,POL,APL,0,984,985,ER4
KQ,POL,NBO,0,4059,985,ER4
KQ,ROB,ACC,0,248,1063,738
KQ,SEZ,NBO,0,4059,994,73W 738
KQ,SVO,DXB,0,2188,2985,320
KQ,TNR,NBO,0,4059,918,E90 738
KQ,WDH,JNB,0,813,4105,319
KQ,WDH,LUN,0,907,4105,ER3
KQ,ZNZ,DAR,0,1177,1186,AT7
KQ,ZNZ,NBO,0,4059,1186,AT7
KR,DME,FRU,0,2912,4029,320
KR,DME,OSS,0,2913,4029,320
KR,EGO,FRU,0,2912,6156,320
KR,FRU,DME,0,4029,2912,320
KR,FRU,EGO,0,6156,2912,320
KR,FRU,IKT,0,2937,2912,320
KR,FRU,OVB,0,4078,2912,320
KR,FRU,SGC,0,2974,2912,320
KR,FRU,SVX,0,2975,2912,320
KR,FRU,URC,0,3399,2912,320
KR,IKT,FRU,0,2912,2937,320
KR,IKT,OSS,0,2913,2937,320
KR,OSS,DME,0,4029,2913,320
KR,OSS,IKT,0,2937,2913,320
KR,OSS,OVB,0,4078,2913,320
KR,OSS,SVX,0,2975,2913,320
KR,OVB,FRU,0,2912,4078,320
KR,OVB,OSS,0,2913,4078,320
KR,SGC,FRU,0,2912,2974,320
KR,SVX,FRU,0,2912,2975,320
KR,SVX,OSS,0,2913,2975,320
KR,URC,FRU,0,2912,3399,320
KS,AKN,ANC,0,3774,3794,SF3
KS,ANC,AKN,0,3794,3774,SF3
KS,ANC,ANI,0,5967,3774,SF3
KS,ANC,CDB,0,3854,3774,SF3
KS,ANC,DLG,0,3460,3774,SF3
KS,ANC,MCG,0,5965,3774,SF3
KS,ANC,SDP,0,6742,3774,SF3
KS,ANC,SNP,0,3426,3774,SF3
KS,ANC,STG,0,3428,3774,SF3
KS,ANC,UNK,0,7088,3774,SF3
KS,ANI,ANC,0,3774,5967,SF3
KS,ANI,MCG,0,5965,5967,SF3
KS,BOS,ISP,0,3857,3448,SF3
KS,BOS,PBG,0,3771,3448,SF3
KS,BOS,PQI,0,3528,3448,SF3
KS,CDB,ANC,0,3774,3854,SF3
KS,DLG,ANC,0,3774,3460,SF3
KS,ISP,BOS,0,3448,3857,SF3
KS,MCG,ANC,0,3774,5965,SF3
KS,MCG,ANI,0,5967,5965,SF3
KS,PBG,BOS,0,3448,3771,SF3
KS,PQI,BOS,0,3448,3528,SF3
KS,SDP,ANC,0,3774,6742,SF3
KS,SNP,ANC,0,3774,3426,SF3
KS,SNP,STG,0,3428,3426,SF3
KS,STG,ANC,0,3774,3428,SF3
KS,STG,SNP,0,3426,3428,SF3
KS,UNK,ANC,0,3774,7088,SF3
KU,ADD,KWI,0,2176,1107,73W
KU,AMM,KWI,0,2176,2170,AB6 310 320
KU,AUH,KWI,0,2176,2179,320
KU,AUH,MCT,0,2194,2179,320
KU,BAH,KWI,0,2176,2057,320
KU,BEY,KWI,0,2176,2177,AB6 320
KU,BKK,KWI,0,2176,3885,340
KU,BKK,MNL,0,2397,3885,340
KU,BOM,KWI,0,2176,2997,777
KU,CAI,KWI,0,2176,1128,777 340 320 AB6
KU,CDG,FCO,0,1555,1382,340
KU,CGK,KUL,0,3304,3275,340
KU,CMB,KWI,0,2176,3024,AB6
KU,COK,KWI,0,2176,3136,AB6
KU,DAC,KWI,0,2176,3076,AB6
KU,DEL,KWI,0,2176,3093,310
KU,DMM,KWI,0,2176,2064,AB6 320
KU,DOH,KWI,0,2176,11051,320 310
KU,DXB,KWI,0,2176,2188,320 310 AB6
KU,FCO,CDG,0,1382,1555,340
KU,FCO,KWI,0,2176,1555,340
KU,FRA,GVA,0,1665,340,340
KU,FRA,KWI,0,2176,340,340
KU,GVA,FRA,0,340,1665,340
KU,HBE,KWI,0,2176,3410,320
KU,HMB,KWI,0,2176,8235,320
KU,IKA,KWI,0,2176,4330,320
KU,ISB,KWI,0,2176,2223,320
KU,IST,KWI,0,2176,1701,321
KU,JED,KWI,0,2176,2072,340 AB6 310 320
KU,JFK,KWI,0,2176,3797,777
KU,JFK,LHR,0,507,3797,777
KU,KUL,CGK,0,3275,3304,340
KU,KUL,KWI,0,2176,3304,340
KU,KWI,ADD,0,1107,2176,73W
KU,KWI,AMM,0,2170,2176,AB6 310 320
KU,KWI,AUH,0,2179,2176,320
KU,KWI,BAH,0,2057,2176,320
KU,KWI,BEY,0,2177,2176,AB6 320
KU,KWI,BKK,0,3885,2176,340
KU,KWI,BOM,0,2997,2176,777
KU,KWI,CAI,0,1128,2176,777 340 320 AB6
KU,KWI,CMB,0,3024,2176,AB6
KU,KWI,COK,0,3136,2176,AB6
KU,KWI,DAC,0,3076,2176,AB6
KU,KWI,DEL,0,3093,2176,310
KU,KWI,DMM,0,2064,2176,AB6 320
KU,KWI,DOH,0,11051,2176,320 310
KU,KWI,DXB,0,2188,2176,320 310 AB6
KU,KWI,FCO,0,1555,2176,340
KU,KWI,FRA,0,340,2176,340
KU,KWI,HBE,0,3410,2176,320
KU,KWI,HMB,0,8235,2176,320
KU,KWI,IKA,0,4330,2176,320
KU,KWI,ISB,0,2223,2176,320
KU,KWI,IST,0,1701,2176,321
KU,KWI,JED,0,2072,2176,340 AB6 310 320
KU,KWI,JFK,0,3797,2176,777
KU,KWI,KUL,0,3304,2176,340
KU,KWI,LHE,0,2207,2176,320
KU,KWI,LHR,0,507,2176,AB6 777
KU,KWI,MAA,0,3144,2176,310
KU,KWI,MCT,0,2194,2176,320
KU,KWI,NJF,0,7490,2176,320
KU,KWI,RUH,0,2082,2176,320 AB6 310
KU,KWI,SAW,0,4317,2176,738
KU,KWI,TRV,0,3153,2176,310 AB6
KU,LHE,KWI,0,2176,2207,320
KU,LHR,JFK,0,3797,507,777
KU,LHR,KWI,0,2176,507,AB6 777
KU,MAA,KWI,0,2176,3144,310
KU,MCT,AUH,0,2179,2194,320
KU,MCT,KWI,0,2176,2194,320
KU,MNL,BKK,0,3885,2397,340
KU,NJF,KWI,0,2176,7490,320
KU,RUH,KWI,0,2176,2082,320 AB6 310
KU,SAH,KWI,0,2176,3980,320
KU,SAW,KWI,0,2176,4317,738
KU,TRV,KWI,0,2176,3153,310 AB6
KX,CYB,GCM,0,1926,1925,DHT 733
KX,CYB,LYB,0,4314,1925,DHT
KX,GCM,CYB,0,1925,1926,DHT 733
KX,GCM,HAV,0,1909,1926,733
KX,GCM,JFK,0,3797,1926,733
KX,GCM,KIN,0,1779,1926,733
KX,GCM,LCE,0,1771,1926,733
KX,GCM,LYB,0,4314,1926,DHT
KX,GCM,MIA,0,3576,1926,733
KX,GCM,ORD,0,3830,1926,733
KX,GCM,TPA,0,3646,1926,733
KX,HAV,GCM,0,1926,1909,733
KX,JFK,GCM,0,1926,3797,733
KX,KIN,GCM,0,1926,1779,733
KX,KIN,MBJ,0,1780,1779,733
KX,LCE,GCM,0,1926,1771,733
KX,LYB,CYB,0,1925,4314,DHT
KX,LYB,GCM,0,1926,4314,DHT
KX,MBJ,GCM,0,1926,1780,733
KX,MIA,CYB,0,1925,3576,733
KX,MIA,GCM,0,1926,3576,733
KX,ORD,GCM,0,1926,3830,733
KX,TPA,GCM,0,1926,3646,733
KY,CAN,KMG,0,3382,3370,73G
KY,CGO,KMG,0,3382,3375,73G
KY,CKG,HYN,0,6384,3393,73G
KY,CKG,KMG,0,3382,3393,73G
KY,CKG,NTG,0,5475,3393,73G
KY,CSX,HYN,0,6384,3371,73G
KY,CSX,KMG,0,3382,3371,73G
KY,CTU,KMG,0,3382,3395,73G
KY,CZX,KMG,0,3382,4109,73G
KY,HGH,KMG,0,3382,3386,73G
KY,HRB,TNA,0,4108,3400,73G
KY,HYN,CKG,0,3393,6384,73G
KY,HYN,CSX,0,3371,6384,73G
KY,JHG,KMG,0,3382,3381,73G
KY,JHG,LJG,0,4033,3381,73G
KY,KMG,CAN,0,3370,3382,73G
KY,KMG,CGO,0,3375,3382,73G
KY,KMG,CKG,0,3393,3382,73G
KY,KMG,CSX,0,3371,3382,73G
KY,KMG,CTU,0,3395,3382,73G
KY,KMG,CZX,0,4109,3382,73G
KY,KMG,HGH,0,3386,3382,73G
KY,KMG,JHG,0,3381,3382,73G
KY,KMG,LJG,0,4033,3382,73G
KY,KMG,NKG,0,3388,3382,73G
KY,KMG,NNG,0,3373,3382,73G
KY,KMG,PVG,0,3406,3382,73G
KY,KMG,SZX,0,3374,3382,73G
KY,KMG,TNA,0,4108,3382,73G
KY,KMG,WUH,0,3376,3382,73G
KY,KMG,XIY,0,3379,3382,73G
KY,KMG,XMN,0,3383,3382,73G
KY,LJG,JHG,0,3381,4033,73G
KY,LJG,KMG,0,3382,4033,73G
KY,LJG,NNG,0,3373,4033,73G
KY,LJG,XIY,0,3379,4033,73G
KY,NKG,KMG,0,3382,3388,73G
KY,NNG,KMG,0,3382,3373,73G
KY,NNG,LJG,0,4033,3373,73G
KY,NNG,XMN,0,3383,3373,73G
KY,NTG,CKG,0,3393,5475,73G
KY,PVG,KMG,0,3382,3406,73G
KY,SZX,KMG,0,3382,3374,738
KY,TNA,HRB,0,3400,4108,73G
KY,TNA,KMG,0,3382,4108,73G
KY,WUH,KMG,0,3382,3376,73G
KY,WUH,YTY,0,8876,3376,73G
KY,XIY,KMG,0,3382,3379,73G
KY,XIY,LJG,0,4033,3379,73G
KY,XMN,KMG,0,3382,3383,73G
KY,XMN,NNG,0,3373,3383,73G
KY,YTY,WUH,0,3376,8876,73G
L6,ABJ,BKO,0,1044,253,73G
L6,ABJ,COO,0,245,253,73G
L6,BKO,ABJ,0,253,1044,73G
L6,BKO,COO,0,245,1044,73G
L6,BKO,NKC,0,1094,1044,73G
L6,BZV,COO,0,245,883,73G
L6,CDG,CMN,0,1074,1382,73G
L6,CKY,DKR,0,1084,4162,73G
L6,CMN,CDG,0,1382,1074,73G
L6,CMN,NKC,0,1094,1074,73G
L6,CMN,OUZ,0,9824,1074,73G
L6,COO,ABJ,0,253,245,73G
L6,COO,BKO,0,1044,245,73G
L6,COO,BZV,0,883,245,73G
L6,COO,PNR,0,886,245,73G
L6,DKR,CKY,0,4162,1084,73G
L6,DKR,NKC,0,1094,1084,73G
L6,LPA,NDB,0,1097,1054,73G
L6,NDB,LPA,0,1054,1097,73G
L6,NDB,NKC,0,1094,1097,73G
L6,NDB,OUZ,0,9824,1097,73G
L6,NKC,BKO,0,1044,1094,73G
L6,NKC,CMN,0,1074,1094,73G
L6,NKC,DKR,0,1084,1094,73G
L6,NKC,NDB,0,1097,1094,73G
L6,NKC,OUZ,0,9824,1094,73G
L6,OUZ,CMN,0,1074,9824,73G
L6,OUZ,NDB,0,1097,9824,73G
L6,OUZ,NKC,0,1094,9824,73G
L6,PNR,COO,0,245,886,73G
LA,ADZ,BOG,0,2709,2749,320
LA,ADZ,CLO,0,2715,2749,320
LA,AEP,BHI,0,2501,2442,320
LA,AEP,BRC,0,2513,2442,320
LA,AEP,COR,0,2443,2442,320
LA,AEP,CRD,0,2487,2442,320
LA,AEP,IGR,0,2471,2442,320
LA,AEP,MDZ,0,2452,2442,320
LA,AEP,NQN,0,2509,2442,320
LA,AEP,RGL,0,2496,2442,320
LA,AEP,SCL,0,2650,2442,320
LA,AEP,SLA,0,2476,2442,320
LA,AEP,TUC,0,2460,2442,320
LA,AEP,UAQ,0,2461,2442,320
LA,AEP,USH,0,2497,2442,320
LA,AKL,SCL,0,2650,2006,343
LA,AKL,SYD,0,3361,2006,343 340
LA,ANF,CJC,0,2645,2651,320
LA,ANF,IQQ,0,2649,2651,319 320
LA,ANF,LSC,0,2662,2651,320
LA,ANF,SCL,0,2650,2651,320 319
LA,APO,EOH,0,2729,2726,DH2
LA,AQP,CUZ,0,2812,2802,319
LA,AQP,JUL,0,2792,2802,319
LA,AQP,LIM,0,2789,2802,319
LA,ARI,IQQ,0,2649,2641,320
LA,ARI,SCL,0,2650,2641,320
LA,ASU,SCL,0,2650,2699,320
LA,AUA,BOG,0,2709,2895,320
LA,BAQ,BOG,0,2709,2710,320
LA,BBA,PMC,0,2665,2642,320
LA,BBA,SCL,0,2650,2642,320
LA,BGA,BOG,0,2709,2708,320
LA,BHI,AEP,0,2442,2501,320
LA,BOG,ADZ,0,2749,2709,320
LA,BOG,AUA,0,2895,2709,320
LA,BOG,BAQ,0,2710,2709,320
LA,BOG,BGA,0,2708,2709,320
LA,BOG,CLO,0,2715,2709,320
LA,BOG,CTG,0,2714,2709,320
LA,BOG,CUC,0,2713,2709,320
LA,BOG,DFW,0,3670,2709,319
LA,BOG,EYP,0,6055,2709,320
LA,BOG,GRU,0,2564,2709,763
LA,BOG,IBE,0,2724,2709,DH2
LA,BOG,LET,0,2728,2709,320
LA,BOG,LIM,0,2789,2709,319 763
LA,BOG,MDE,0,2745,2709,320
